1.998367347	2
3.005532880	2
4.002539683	3
5.003900227	2
6.008163265	1
7.009523810	2
8.007981859	2
9.004988662	2
10.003446712	3
11.006258503	2
12.009070295	1
13.006077098	2
14.005986395	1
16.001269841	2
17.001904762	2
17.998730159	2
19.003174603	2
20.002539683	2
20.999365079	2
22.005079365	2
22.998095238	2
24.001269841	2
24.999365079	2
26.001269841	2
26.999365079	2
28.001269841	2
29.001904762	2
30.001269841	2
31.998730159	3
32.999365079	2
34.001269841	1
35.003174603	1
36.002539683	2
37.003174603	2
38.005079365	2
39.003174603	2
40.002539683	2
41.005714286	3
42.002539683	2
43.000634921	1
44.002539683	2
45.000634921	1
46.000000000	1
48.003809524	1
49.003174603	2
50.001269841	3
50.998095238	2
52.005079365	3
53.003174603	3
54.001269841	3
55.000634921	2
56.001269841	1
56.999365079	1
58.003809524	1
59.003174603	2
59.998730159	2
61.008253968	2
62.001269841	2
